id,Train Loss,Val Loss,U Depth,No. Qubits,Ansatz Depth,Mean Epoch Runtime,Epochs
0,3.6081636345386414e-08,4.3704022623103356e-08,2,4,4,0.23943243193626404,1000
0,0.18804772865975006,0.2525210442468139,2,4,4,0.23711418008804322,1000
0,0.13048560850080726,0.0724602339024143,2,4,4,0.24039617800712584,1000
0,4.342841974924738e-09,4.5539620963097605e-09,2,4,4,0.23492009449005127,1000
0,4.034374189165746e-07,5.129254629920865e-07,2,4,4,0.2384075014591217,1000
0,2.3477800847548913e-05,2.1708924551111508e-05,2,4,4,0.24257930755615234,1000
0,0.14222806081103856,0.18290906777209603,2,4,4,0.2444092571735382,1000
0,0.10149187118173675,0.13989422969952647,2,4,4,0.2417314374446869,1000
0,5.254607041171866e-05,4.559137933624058e-05,2,4,4,0.2392006981372833,1000
0,2.4871479875621105e-08,2.1613715928125998e-08,2,4,4,0.2421345329284668,1000
0,2.1757772084018967e-07,2.5412518100953463e-07,2,4,4,0.244302818775177,1000
0,2.7847496480992717e-06,2.157594280793873e-06,2,4,4,0.23729363059997557,1000
0,1.1650078572955636e-06,1.7700637615636339e-06,2,4,4,0.23583526062965393,1000
0,4.759935861764486e-05,3.6902062210852904e-05,2,4,4,0.23851652860641478,1000
0,1.7777530469942349e-07,1.0992717780489158e-07,2,4,4,0.23167618989944458,1000
0,1.2595372800294768e-07,1.493889565384876e-07,2,4,4,0.2246452534198761,1000
0,0.103592408651065,0.11987907293123401,2,4,4,0.22013180994987488,1000
0,0.08040115421933625,0.13116328304744485,2,4,4,0.2200204474925995,1000
0,4.330551027853513e-05,3.938611340859044e-05,2,4,4,0.2203551652431488,1000
0,3.010662341651482e-07,2.699778499648531e-07,2,4,4,0.21995239567756653,1000
0,6.032730777150164e-07,6.302089505805242e-07,4,4,4,0.2243742709159851,1000
0,3.55497190240861e-07,3.6153276750106045e-07,4,4,4,0.23184636425971986,1000
0,0.0837207512976299,0.11802935947897608,4,4,4,0.232377854347229,1000
0,0.17526394114010613,0.2415264033788056,4,4,4,0.2357675223350525,1000
0,0.17025728783997318,0.15610673127730634,4,4,4,0.23287477946281432,1000
0,0.0001096865575584971,0.00016988001752171744,4,4,4,0.2249166991710663,1000
0,0.18912358641275928,0.29628082406108314,4,4,4,0.22923387098312378,1000
0,0.09685496609825917,0.18137444857271456,4,4,4,0.22876517629623414,1000
0,0.17911773843716583,0.2966947028473713,4,4,4,0.22928747010231018,1000
0,0.06886455341466624,0.18280001399895007,4,4,4,0.2254979157447815,1000
0,0.08530817941645352,0.09560829043915553,4,4,4,0.22656846356391908,1000
0,7.74478815523949e-08,8.460732248138925e-08,4,4,4,0.22498868274688721,1000
0,1.2735058938617705e-05,2.1303796615135262e-05,4,4,4,0.23251169395446777,1000
0,0.08244063908473087,0.12366366915635163,4,4,4,0.2320126461982727,1000
0,0.1098420983172318,0.09665109398504601,4,4,4,0.23190078115463256,1000
0,0.07710665840518638,0.11742912449905285,4,4,4,0.23934575295448304,1000
0,0.09897406322507407,0.08812396294749592,4,4,4,0.23943389201164245,1000
0,4.975756486946814e-06,5.9254963372668e-06,4,4,4,0.2356016080379486,1000
0,2.72222217989615e-07,3.3958346135065653e-07,4,4,4,0.23607357215881347,1000
0,9.254500251687503e-07,1.216486866129074e-06,4,4,4,0.23535406208038331,1000
0,0.1681321257435645,0.22060716249456225,6,4,4,0.23746550869941713,1000
0,0.15898022851521476,0.14704081746548092,6,4,4,0.24001008582115174,1000
0,0.12817224118966308,0.21077136244477934,6,4,4,0.24150328469276428,1000
0,0.10507331501171036,0.10489061648394826,6,4,4,0.24155457401275635,1000
0,0.20628851574829155,0.3366840603400003,6,4,4,0.24045143342018127,1000
0,0.0950473106280203,0.1318595717829396,6,4,4,0.2404585771560669,1000
0,0.1485796858643056,0.1337307656909219,6,4,4,0.23766966247558594,1000
0,0.16056846017285498,0.23709810248888696,6,4,4,0.2335855062007904,1000
0,0.1738949771418158,0.24150535451076327,6,4,4,0.23629908037185668,1000
0,0.11093555227317442,0.1662812990452791,6,4,4,0.2351820924282074,1000
0,0.15554465743392998,0.13120329559496757,6,4,4,0.23515814304351806,1000
0,0.10835804762532864,0.11247738606310898,6,4,4,0.23467817282676698,1000
0,0.1719520633762629,0.2653617254813345,6,4,4,0.23496929574012757,1000
0,0.15871499919271448,0.2577411914191674,6,4,4,0.2360440468788147,1000
0,0.10640320717443019,0.06933990527578104,6,4,4,0.2384849715232849,1000
