id,Train Loss,Val Loss,U Depth,No. Qubits,Ansatz Depth,Mean Epoch Runtime,Epochs
0,0.08983689838078024,0.19739849063199433,2,4,2,0.19242425169263566,350
0,0.011410699764928256,0.008531624043195962,2,4,4,0.2823835393360683,350
0,0.09883976260222471,0.21261840458103176,2,4,6,0.3713843468257359,350
0,0.17122638099784926,0.18151135644600713,2,4,8,0.47640331745147707,350
0,0.10793606784906362,0.14651111724565602,2,4,10,0.5663053274154664,350
0,0.08994965976791214,0.15257764179825895,2,4,2,0.196809481212071,350
0,0.08494138529849993,0.10880733897302486,2,4,4,0.2885190302985055,350
0,0.009663715105168391,0.00819518934349417,2,4,6,0.3867230374472482,350
0,0.10251733847171962,0.1487030050436955,2,4,8,0.4819943128313337,350
0,0.009281042637768078,0.009860801737744507,2,4,10,0.5565392446517944,350
0,0.20465464318982918,0.2201480880278126,2,4,2,0.1981096158708845,350
0,0.00907023435165022,0.00980115180033414,2,4,4,0.2909149639947074,350
0,0.14795348046121548,0.1878714257798867,2,4,6,0.37725656849997385,350
0,0.03877645042121336,0.0481414123888132,2,4,8,0.4748179244995117,350
0,0.15981477859288384,0.1723816012497128,2,4,10,0.5620829725265503,350
0,0.12634552299336144,0.14370180885622164,2,4,2,0.19286057335989815,350
0,0.01527885872835233,0.012819572960387049,2,4,4,0.2796742146355765,350
0,0.11200313427911013,0.0907748833889962,2,4,6,0.3712453814915248,350
0,0.11912398255939416,0.1327447301569531,2,4,8,0.4837506192071097,350
0,0.27606139267782615,0.3160262841550905,2,4,10,0.5991071810041155,350
0,0.10376234755772706,0.19253023946790382,2,4,2,0.2020695311682565,350
0,0.008720207999426188,0.01125813899349326,2,4,4,0.3008410324369158,350
0,0.05744308525688979,0.06037285466385589,2,4,6,0.39636001518794467,350
0,0.174746447333627,0.26011271915718504,2,4,8,0.4900562810897827,350
0,0.13955398591865897,0.14055649311375706,2,4,10,0.5812601975032261,350
0,0.14141063330125392,0.16773032715303415,4,4,2,0.2016413082395281,350
0,0.19946306244675793,0.30348772525985956,4,4,4,0.29396519660949705,350
0,0.15974104065632488,0.1846468638959451,4,4,6,0.37598635946001324,350
0,0.0459650520086472,0.04648590150085807,4,4,8,0.44884645325796946,350
0,0.15860086665652762,0.2173358120493435,4,4,10,0.5589977216720581,350
0,0.13513193759035136,0.2357320336740305,4,4,2,0.20149734360831126,350
0,0.10571691564913199,0.125169199085164,4,4,4,0.28321954182216097,350
0,0.012628022944773498,0.014088394205064025,4,4,6,0.37002992970602855,350
0,0.16492591348187302,0.17835737989088662,4,4,8,0.4643973868233817,350
0,0.08199118522742643,0.08698682037009475,4,4,10,0.5525596400669642,350
0,0.13404055766881584,0.10043731835946867,4,4,2,0.1977097920009068,350
0,0.09089938568025502,0.21564091266756547,4,4,4,0.28520779132843016,350
0,0.019137313372044606,0.023207774228012346,4,4,6,0.37327032838548935,350
0,0.12217845206334266,0.15530997062115726,4,4,8,0.4676954398836408,350
0,0.15709461720609608,0.22296433697959928,4,4,10,0.563568331854684,350
0,0.15905596760816487,0.16019546380394378,4,4,2,0.19626543998718263,350
0,0.01944521245866926,0.02232400791197764,4,4,4,0.2851338951928275,350
0,0.05530219278460613,0.06073524776285133,4,4,6,0.3773849814278739,350
0,0.16617491229630632,0.19835957855796083,4,4,8,0.4678366531644549,350
0,0.21511049368353774,0.180899264802874,4,4,10,0.557931181362697,350
0,0.2939999724317397,0.3130705257245775,4,4,2,0.1954202461242676,350
0,0.2075348842443655,0.1925829218215933,4,4,4,0.2862973744528634,350
0,0.2631923570415038,0.31608603165962723,4,4,6,0.37482142312186106,350
0,0.23138882537133676,0.24671261385879917,4,4,8,0.46022075380597793,350
0,0.2622478188339029,0.3211687611938657,4,4,10,0.5568252747399466,350
0,0.26734262015624155,0.3398370005110627,6,4,2,0.20315899508340018,350
0,0.2926722567717036,0.3417899217702709,6,4,4,0.28901834556034633,350
0,0.20531569012470896,0.2584311041155891,6,4,6,0.37707846369062153,350
0,0.22389743404163087,0.2527140872263196,6,4,8,0.47005278723580496,350
0,0.21636530206865923,0.23615449663973098,6,4,10,0.5645382070541382,350
0,0.2762013310850493,0.34028667953031877,6,4,2,0.20201592104775565,350
0,0.2487022286669356,0.3250489873068221,6,4,4,0.2933082389831543,350
0,0.26645361222581765,0.3568296480421683,6,4,6,0.38000640869140623,350
0,0.24385487781415227,0.33306856938964324,6,4,8,0.47270282813480924,350
0,0.26092182062677904,0.3532819147565611,6,4,10,0.5577439233234951,350
0,0.2759842642826259,0.29355564242999344,6,4,2,0.2022789648600987,350
0,0.17239444801909976,0.23867561088494393,6,4,4,0.29240674836294994,350
0,0.14491432626325995,0.18588212312660257,6,4,6,0.37104804515838624,350
0,0.255632312282157,0.26976409999353423,6,4,8,0.4600196361541748,350
0,0.24097453262234836,0.32088082963380116,6,4,10,0.5468528079986572,350
0,0.31027146977619413,0.32366996862501674,6,4,2,0.19693161623818534,350
0,0.18738715599471334,0.20584480228753554,6,4,4,0.2830767386300223,350
0,0.22222933105868248,0.27702804127521574,6,4,6,0.3724224485669817,350
0,0.1950845795533236,0.26153640249291665,6,4,8,0.46657354286738806,350
0,0.30328053571429525,0.40415896293553044,6,4,10,0.5578069659641811,350
0,0.2830006326571737,0.3407187487801435,6,4,2,0.2034234571456909,350
0,0.22953921230975605,0.25664569551008665,6,4,4,0.2917408800125122,350
0,0.2771837994568136,0.2965388434281653,6,4,6,0.3790728569030762,350
0,0.26996893767028307,0.3093265449784979,6,4,8,0.4677387639454433,350
0,0.26053224354362714,0.28747640528389895,6,4,10,0.5572183118547712,350
0,0.2642738111183609,0.30369943225535934,8,4,2,0.21145009517669677,350
0,0.007753528984202895,0.009999384640352882,8,4,4,0.29499034200395857,350
0,0.2232117321271001,0.26034847344316914,8,4,6,0.3814431279046195,350
0,0.20310930297528385,0.18194938723317944,8,4,8,0.47299655982426236,350
0,0.24487055791800105,0.31300995269570353,8,4,10,0.5600999307632446,350
0,0.3051194320071384,0.28469304680572016,8,4,2,0.20501644134521485,350
0,0.17526364684592388,0.20749620030075555,8,4,4,0.2956440796170916,350
0,0.24632591939459347,0.2832041735843064,8,4,6,0.38140152658735005,350
0,0.2776497130455311,0.3236097957089916,8,4,8,0.47301329612731935,350
0,0.2038765155001221,0.2877393149493166,8,4,10,0.5528425768443517,350
0,0.27620054681081474,0.34312623401931774,8,4,2,0.20367633206503732,350
0,0.2064271842315588,0.23539216410323882,8,4,4,0.2943478080204555,350
0,0.2619450993726128,0.33294741550260576,8,4,6,0.37291580063956126,350
0,0.15296890711638722,0.20264509482345172,8,4,8,0.45879713535308836,350
0,0.26616864325787726,0.32582568872895334,8,4,10,0.5582172673089164,350
0,0.29047515676631974,0.3397146838707594,8,4,2,0.20110771247318812,350
0,0.2132409684238672,0.3254115827737295,8,4,4,0.2867569051470075,350
0,0.17444334211571022,0.2527702613680496,8,4,6,0.3740012904575893,350
0,0.20973546711037216,0.30474739314679455,8,4,8,0.4616081121989659,350
0,0.23730709981711406,0.31197054479212305,8,4,10,0.547719350542341,350
0,0.29974121120657116,0.290777891240094,8,4,2,0.20112385068620955,350
0,0.19495084757323156,0.2727652667339564,8,4,4,0.28678261416299,350
0,0.17919116682462655,0.2423944989562331,8,4,6,0.3729414108821324,350
0,0.22836364905245654,0.28931088131580873,8,4,8,0.4608790118353707,350
0,0.19633650209291842,0.2270248198146474,8,4,10,0.5473014007295881,350
0,0.1859339160003579,0.19043497997920533,10,4,2,0.2171808753694807,350
0,0.1252988310430927,0.16155418755493112,10,4,4,0.3043262665612357,350
0,0.14646175812985196,0.17625961713366145,10,4,6,0.38977282251630513,350
0,0.2899206239746057,0.33734050101341206,10,4,8,0.4772034365790231,350
0,0.23300446573984712,0.2718177965260331,10,4,10,0.5641512434823173,350
0,0.18108559068038688,0.33284997797294835,10,4,2,0.21770337172916956,350
0,0.11669209339028241,0.17003897747144436,10,4,4,0.3043963582175119,350
0,0.22366446995410172,0.34921939143852176,10,4,6,0.3900090558188302,350
0,0.2679875140640797,0.2873702327507237,10,4,8,0.4766751548222133,350
0,0.24410959131677457,0.30585208151929866,10,4,10,0.5646492447171892,350
0,0.2067096700065254,0.28274213181340824,10,4,2,0.21740728446415492,350
0,0.16250640995479726,0.17830831448054352,10,4,4,0.3023180259977068,350
0,0.20477070115948126,0.18847147141959553,10,4,6,0.3903397968837193,350
0,0.2884297892095181,0.3489530875969453,10,4,8,0.4775783150536673,350
0,0.2921867204528017,0.3922493319560294,10,4,10,0.565374664579119,350
0,0.23373355534026818,0.310473224639499,10,4,2,0.21636775766100202,350
0,0.15320107384474857,0.1894852822083677,10,4,4,0.30365655967167443,350
0,0.23882533092015246,0.27411235016499624,10,4,6,0.3903361068453108,350
0,0.21380234775006945,0.26270661513954763,10,4,8,0.47797536509377614,350
0,0.2562175863710424,0.26525126566661017,10,4,10,0.5631326913833619,350
0,0.12615557305364655,0.18049119519822554,10,4,2,0.21753239904131208,350
0,0.16316273100178003,0.19154616939920832,10,4,4,0.3042333391734532,350
0,0.22971805401905376,0.2321511934386299,10,4,6,0.3886965915134975,350
0,0.220600320946726,0.20004163724054802,10,4,8,0.4777850648335048,350
0,0.30509582345820796,0.37080021940549623,10,4,10,0.5646211208615984,350
0,0.2331807022231438,0.2622354212797491,12,4,2,0.22509829657418387,350
0,0.1297010572903845,0.15772757552479466,12,4,4,0.30961332253047397,350
0,0.24467794168489876,0.2546670931590549,12,4,6,0.3978515584128244,350
0,0.22863247820790833,0.2670905025228112,12,4,8,0.48485420976366317,350
0,0.23442951805123857,0.3093635942380273,12,4,10,0.5706454930986677,350
0,0.29813372577255015,0.28588288806127005,12,4,2,0.22338324069976806,350
0,0.13855444856425858,0.1900947492188041,12,4,4,0.31108622823442733,350
0,0.252505429271318,0.3775246654959693,12,4,6,0.39765715190342493,350
0,0.1865295434712354,0.23201422081792433,12,4,8,0.4851044259752546,350
0,0.2101155954931233,0.26835049486353113,12,4,10,0.5730934040887016,350
0,0.21723250071498945,0.22152576669403423,12,4,2,0.22450466700962612,350
